681	461	T030	T033
918	475	T034	T037
879	477	T034	T037
880	477	T034	T037
881	477	T034	T037
882	477	T034	T037
883	477	T034	T037
884	477	T034	T037
885	477	T034	T037
886	477	T034	T037
887	477	T034	T037
888	477	T034	T037
889	477	T034	T037
890	477	T034	T037
891	477	T034	T037
892	477	T034	T037
921	477	T034	T037
871	479	T034	T037
872	479	T034	T037
873	479	T034	T037
874	479	T034	T037
933	479	T034	T037
654	480	T033	GAP
652	481	T033	GAP
654	481	T033	GAP
650	482	T033	GAP
651	482	T033	GAP
652	482	T033	GAP
653	482	T033	GAP
654	482	T033	GAP
651	483	T033	GAP
652	483	T033	GAP
653	483	T033	GAP
654	483	T033	GAP
667	483	T035	GAP
943	483	T037	T034
944	483	T037	T034
650	484	T033	GAP
651	484	T033	GAP
652	484	T033	GAP
653	484	T035	GAP
654	484	T035	GAP
948	484	T037	T034
957	484	T034	T040
958	484	T034	T040
641	485	T033	GAP
642	485	T033	GAP
643	485	T033	GAP
651	485	T033	GAP
652	485	T033	GAP
653	485	T035	GAP
654	485	T035	GAP
954	485	T034	T037
955	485	T034	T040
956	485	T034	T040
957	485	T034	T040
958	485	T034	T040
641	486	T033	GAP
642	486	T033	GAP
643	486	T033	GAP
644	486	T033	GAP
650	486	T033	GAP
651	486	T033	GAP
652	486	T035	GAP
653	486	T035	GAP
654	486	T035	GAP
642	487	T033	GAP
643	487	T033	GAP
644	487	T033	GAP
645	487	T033	GAP
650	487	T035	GAP
651	487	T035	GAP
652	487	T035	GAP
653	487	T035	GAP
716	487	T030	T036
956	487	T037	T040
643	488	T035	GAP
644	488	T035	GAP
645	488	T035	GAP
650	488	T035	GAP
651	488	T035	GAP
652	488	T035	GAP
653	488	T035	GAP
654	488	T035	GAP
644	489	T035	GAP
645	489	T035	GAP
650	489	T035	GAP
652	489	T035	GAP
653	489	T035	GAP
592	490	T041	T033
593	490	T041	T033
594	490	T041	T033
595	490	T041	T033
645	490	T035	GAP
650	490	T035	GAP
627	505	T035	GAP
627	506	T035	GAP
637	506	T050	GAP
638	506	T050	GAP
634	507	T050	GAP
635	507	T050	GAP
636	507	T050	GAP
637	507	T050	GAP
638	507	T050	GAP
628	508	T035	GAP
629	508	T035	GAP
633	508	T050	GAP
634	508	T050	GAP
635	508	T050	GAP
636	508	T050	GAP
628	509	T035	GAP
629	509	T035	GAP
630	509	T050	GAP
631	509	T050	GAP
632	509	T050	GAP
633	509	T050	GAP
628	510	T050	GAP
629	510	T050	GAP
630	510	T050	GAP
631	510	T050	GAP
632	510	T050	GAP
628	511	T050	GAP
629	511	T050	GAP
627	512	T050	GAP
628	512	T050	GAP
629	512	T050	GAP
894	512	T046	T037
895	512	T046	T037
896	512	T046	T037
627	513	T050	GAP
628	513	T050	GAP
629	513	T050	GAP
892	513	T037	T046
899	513	T046	T037
589	514	T042	GAP
628	514	T050	GAP
629	514	T050	GAP
887	514	T037	T046
888	514	T037	T046
889	514	T037	T046
890	514	T037	T046
902	514	T046	T037
882	515	T037	T046
883	515	T037	T046
911	515	T037	T046
803	516	T034	T043
878	516	T046	T037
746	517	T034	T043
788	517	T034	T043
789	517	T034	T043
790	517	T034	T043
807	517	T034	T043
808	517	T034	T043
809	517	T034	T043
877	517	T046	T037
593	518	T042	GAP
811	518	T034	T043
874	518	T037	T046
750	519	T034	T043
751	519	T034	T043
752	519	T034	T043
768	519	T034	T043
585	522	T042	GAP
586	522	T042	GAP
585	523	T042	GAP
586	523	T042	GAP
600	536	T042	GAP
599	537	T042	GAP
600	537	T042	GAP
601	537	T042	GAP
598	538	T042	GAP
599	538	T042	GAP
600	538	T042	GAP
2735	538	T105	T044
2736	538	T105	T044
2737	538	T105	T044
2750	538	T105	T044
2751	538	T105	T044
2752	538	T105	T044
2753	538	T105	T044
2754	538	T105	T044
2755	538	T105	T044
2756	538	T105	T044
2757	538	T105	T044
2758	538	T105	T044
597	539	T076	GAP
598	539	T042	GAP
599	539	T042	GAP
792	539	T052	T043
793	539	T052	T043
794	539	T052	T043
795	539	T052	T043
796	539	T052	T043
797	539	T052	T043
2761	539	T105	T044
596	540	T076	GAP
597	540	T076	GAP
598	540	T042	GAP
799	540	T052	T043
800	540	T052	T043
801	540	T052	T043
802	540	T052	T043
803	540	T052	T043
2764	540	T105	T044
819	541	T052	T043
820	541	T052	T043
821	541	T052	T043
822	541	T052	T043
823	541	T052	T043
2729	542	T044	T105
983	544	T051	T040
2728	545	T105	T044
2727	546	T105	T044
598	547	T042	GAP
987	547	T051	T040
988	547	T051	T040
2778	549	T105	T044
992	550	T051	T040
2784	550	T105	T044
602	551	T042	GAP
994	551	T051	T040
2789	553	T044	T105
2795	554	T105	T044
2796	554	T105	T044
2797	554	T105	T044
2798	554	T105	T044
2799	554	T105	T044
